id,nom,ville,province,categorie,telephone_actuel,telephone_corrige,site_actuel,site_corrige,http_status,description_actuelle,description_corrigee,adresse_actuelle,adresse_corrigee,problemes,action (garder|corriger|supprimer),notes
sk-sha,Saskatchewan Health Authority,Province de la Saskatchewan,SK,sante,1-833-766-7427,,https://www.saskhealthauthority.ca,,OK_200,,,,,SANS_DESCRIPTION,,
sk-legal-aid,Aide juridique Saskatchewan,Regina,SK,soutienSocial,306-787-3177,,https://www.legalaid.sk.ca,https://legalaid.sk.ca/,OK_200,,,,,SANS_DESCRIPTION,,
nb-cafi,CAFI – Accueil francophone immigrants,Moncton,NB,immigration,506-382-7766,,https://www.cafi-nb.org,https://cafi-nb.org/,OK_200,,,,,SANS_DESCRIPTION,,
ns-811,Info-Santé 811,Province de la Nouvelle-Écosse,NS,sante,811,,https://www.nshealth.ca,,OK_200,,,,,SANS_DESCRIPTION,,
ns-cmhc-ns,SCHL – Nouvelle-Écosse,Province de la Nouvelle-Écosse,NS,achatImmobilier,1-800-668-2642,,https://www.cmhc-schl.gc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
ns-foodbank-ns,Feed Nova Scotia,Province de la Nouvelle-Écosse,NS,alimentation,902-457-1900,,https://www.feednovascotia.ca,https://feednovascotia.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-mf-sherbrooke-mfs,Maison de la famille de Sherbrooke,Sherbrooke,QC,famille,819-821-4040,,https://maisonfamillesherbrooke.com,,OK_200,,,,,SANS_DESCRIPTION,,
ns-family-ns,Family SOS Nova Scotia,Province de la Nouvelle-Écosse,NS,famille,902-422-7650,,https://familysos.ca,,OK_200,,,,,SANS_DESCRIPTION,,
pe-housing-pe,PEI Housing,Province de l'Île-du-Prince-Édouard,PE,logement,902-620-3875,,https://www.princeedwardisland.ca/housing,,OK_200,,,,,SANS_DESCRIPTION,,
qc-dpj-gatineau,DPJ – Protection jeunesse Outaouais,Gatineau,QC,famille,819-771-6631,,https://www.cisss-outaouais.gouv.qc.ca,https://cisss-outaouais.gouv.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-dpj-montreal,DPJ – Protection jeunesse Montréal,Montréal,QC,famille,514-896-3100,,https://www.centrejeunessedemontreal.qc.ca,https://ciusss-centresudmtl.gouv.qc.ca/informations-pratiques/signalement-la-dpj,OK_200,,,,,SANS_DESCRIPTION,,
nl-acsi,Association for New Canadians NL,St. John's,NL,immigration,709-722-9680,,https://www.ancnl.ca,https://ancnl.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-dpj-longueuil,DPJ – Protection jeunesse Montérégie,Longueuil,QC,famille,450-679-6444,,https://www.santemonteregie.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
nt-crisis-nt,Ligne de crise TNO,Territoires du Nord-Ouest,NT,santemental,1-800-661-0844,,https://www.hss.gov.nt.ca,https://www.hss.gov.nt.ca/fr,OK_200,,,,,SANS_DESCRIPTION,,
nt-health-nt,TNO – Santé et Services sociaux,Yellowknife,NT,sante,867-767-9120,,https://www.hss.gov.nt.ca,https://www.hss.gov.nt.ca/fr,OK_200,,,,,SANS_DESCRIPTION,,
nt-housing-nt,NWT Housing Corporation,Yellowknife,NT,logement,867-767-9150,,https://www.nwthc.gov.nt.ca,https://www.nwthc.gov.nt.ca/fr,OK_200,,,,,SANS_DESCRIPTION,,
qc-aj-gatineau,Bureau aide juridique Gatineau,Gatineau,QC,soutienSocial,819-568-0990,,https://aidejuridiqueoutaouais.ca,https://aidejuridique.quebec/,OK_200,,,,,SANS_DESCRIPTION,,
qc-cjp-montreal,Centre justice proximité Montréal,Montréal,QC,soutienSocial,514-878-1289,,https://info-justice.ca,,OK_200,,,,,SANS_DESCRIPTION,,
qc-cjp-quebec,Centre justice proximité Québec,Québec,QC,soutienSocial,418-641-0072,,https://info-justice.ca,,OK_200,,,,,SANS_DESCRIPTION,,
qc-cjp-sherbrooke,Centre justice proximité Estrie,Sherbrooke,QC,soutienSocial,819-820-3160,,https://info-justice.ca,,OK_200,,,,,SANS_DESCRIPTION,,
qc-cjp-gatineau,Centre justice proximité Outaouais,Gatineau,QC,soutienSocial,819-770-3881,,https://info-justice.ca,,OK_200,,,,,SANS_DESCRIPTION,,
qc-cjp-laval,Centre justice proximité Laval,Laval,QC,soutienSocial,450-663-2233,,https://info-justice.ca,,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-ophq,OPHQ – Office personnes handicapées QC,Province de Québec,QC,soutienSocial,1-800-567-1465,,https://www.ophq.gouv.qc.ca,https://www.quebec.ca/famille-et-soutien-aux-personnes/participation-sociale-personnes-handicapees,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-aqriph,AQRIPH – Droits personnes handicapées,Province de Québec,QC,soutienSocial,514-284-0155,,https://www.aqriph.com,https://aqriph.com/,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-fadoq,FADOQ – Réseau aînés Québec,Province de Québec,QC,soutienSocial,1-800-544-9058,,https://www.fadoq.ca,https://www.fadoq.ca/reseau/?popup,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-itinerance-qc,Réseau SOLIDARITÉ itinérance Québec,Province de Québec,QC,soutienSocial,514-523-7177,,https://www.rsiq.org,https://itinerance.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-maisons-jeunes,Regroupement maisons des jeunes Québec,Province de Québec,QC,soutienSocial,514-990-5900,,https://www.rmjq.org,https://rmjq.org/,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-autochtones-montreal,Foyer Père Dowd – Autochtones Montréal,Montréal,QC,soutienSocial,514-283-3580,,https://www.nativemontreal.com,https://nativemontreal.com/,OK_200,,,,,SANS_DESCRIPTION,,
qc-sm-montreal-douglas,Institut Douglas – Santé mentale Montréal,Montréal,QC,santemental,514-761-6131,,https://www.douglas.qc.ca,https://douglas.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-sm-montreal-psy,Institut Philippe-Pinel – Psychiatrie légale Montréal,Montréal,QC,santemental,514-648-8461,,https://www.pinel.qc.ca,https://pinel.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-soc-exæquo,Exæquo – Personnes handicapées physiques,Province de Québec,QC,soutienSocial,514-284-5390,,https://www.exaequo.net,https://exaequo.net/,OK_200,,,,,SANS_DESCRIPTION,,
qc-sm-provincial-ami,AMI-Québec – Proches de personnes malades,Province de Québec,QC,santemental,514-486-1448,,https://www.amiquebec.org,https://amiquebec.org/,OK_200,,,,,SANS_DESCRIPTION,,
qc-sm-provincial-revivre,Revivre – Anxiété et dépression QC,Province de Québec,QC,santemental,514-738-4873,,https://www.revivre.org,https://relief.ca:443/,OK_200,,,,,SANS_DESCRIPTION,,
qc-food-laval-multicaf,Multicaf – Cuisine communautaire Côte-des-Neiges,Montréal,QC,alimentation,514-737-2112,,https://www.multicaf.org,,OK_200,,,,,SANS_DESCRIPTION,,
qc-food-longueuil-moisson,Moisson Rive-Sud – Banque alimentaire,Longueuil,QC,alimentation,450-646-4665,,https://www.moissonrivesud.com,https://moissonrivesud.org/,OK_200,,,,,SANS_DESCRIPTION,,
qc-emp-montreal-carrefour,Carrefour jeunesse-emploi Montréal-Centre,Montréal,QC,emploi,514-270-9513,,https://www.cjemontreal.org,https://cjemontreal.org/,OK_200,,,,,SANS_DESCRIPTION,,
qc-emp-montreal-promis,PROMIS – Intégration emploi immigrants Montréal,Montréal,QC,emploi,514-270-9318,,https://www.promis.qc.ca,https://promis.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
qc-emp-montreal-saje,SAJE – Accompagnement entrepreneurs Montréal,Montréal,QC,emploi,514-876-9099,,https://www.saje.ca,,OK_200,,,,,SANS_DESCRIPTION,,
qc-imm-montreal-jias,Service d'aide aux immigrants JIAS Montréal,Montréal,QC,immigration,514-342-9970,,https://www.jias.org,,OK_200,,,,,SANS_DESCRIPTION,,
qc-imm-montreal-midi-info,MIDI – Centre d'information immigrants Montréal,Montréal,QC,immigration,514-864-9191,,https://www.quebec.ca/immigration,,OK_200,,,,,SANS_DESCRIPTION,,
qc-imm-quebec-mifi,MIFI – Bureau régional Québec,Québec,QC,immigration,418-649-8500,,https://www.quebec.ca/immigration,,OK_200,,,,,SANS_DESCRIPTION,,
qc-imm-gatineau-aco,AFIO – Accompagnement femmes immigrantes Outaouais,Gatineau,QC,immigration,819-776-6764,,https://afio.ca,,OK_200,,,,,SANS_DESCRIPTION,,
on-cjetr-toronto,CivicAction – Emploi jeunes Ontario,Toronto,ON,emploi,416-309-1850,,https://civicaction.ca,,OK_200,,,,,SANS_DESCRIPTION,,
on-cmha-toronto,Association canadienne santé mentale Toronto,Toronto,ON,santemental,416-789-7957,,https://www.camh.ca/en/health-info,,OK_200,,,,,SANS_DESCRIPTION,,
ab-legal-aid-ab,Aide juridique Alberta – Calgary,Calgary,AB,soutienSocial,403-297-2260,,https://www.legalaid.ab.ca,,OK_200,,,,,SANS_DESCRIPTION,,
ab-women-shelter-ab,Lurana Shelter – Femmes Edmonton,Edmonton,AB,logement,780-424-5875,,https://www.luranashelter.com,,OK_200,,,,,SANS_DESCRIPTION,,
bc-cmha-bc,Association canadienne santé mentale BC,Province de la Colombie-Britannique,BC,santemental,604-688-3234,,https://www.cmha.bc.ca,https://bc.cmha.ca/,OK_200,,,,,SANS_DESCRIPTION,,
sk-cfs,Ministry Social Services SK,Province de la Saskatchewan,SK,famille,1-866-759-6677,,https://www.saskatchewan.ca/residents/family-and-social-support,,OK_200,,,,,SANS_DESCRIPTION,,
mb-cfs,Child and Family Services MB,Province du Manitoba,MB,famille,1-800-665-6332,,https://www.gov.mb.ca/fs/childfam/,,OK_200,,,,,SANS_DESCRIPTION,,
ab-cmha-ab,Association canadienne santé mentale Alberta,Province de l'Alberta,AB,santemental,780-482-5505,,https://cmha.ab.ca,https://alberta.cmha.ca/,OK_200,,,,,SANS_DESCRIPTION,,
mb-legal-aid,Aide juridique Manitoba,Winnipeg,MB,soutienSocial,204-985-8500,,https://www.legalaid.mb.ca,,OK_200,,,,,SANS_DESCRIPTION,,
ns-legal-aid,Aide juridique Nouvelle-Écosse,Halifax,NS,soutienSocial,902-420-6566,,https://www.nslegalaid.ca,,OK_200,,,,,SANS_DESCRIPTION,,
ns-shelter-women,Bryony House – Femmes Halifax,Halifax,NS,logement,902-423-7183,,https://www.bryonyhouse.ca,https://bryonyhouse.ca/,OK_200,,,,,SANS_DESCRIPTION,,
emp-cfp-mauricie,Centre de formation professionnelle Mauricie,Trois-Rivières,QC,emploi,1-800-567-8655,,https://cfmfp.ca,,OK_200,,,,,ADRESSE_SANS_CODE_POSTAL|SANS_DESCRIPTION,,
tr-garde-g-la-petite-academie,G. LA PETITE ACADÉMIE,Trois-Rivières,QC,famille,819-373-5121,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,ADRESSE_SANS_CODE_POSTAL|SANS_DESCRIPTION,,
tableedeschefs-qc,La Tablée des Chefs,Saint-Bruno-de-Montarville,QC,alimentation,450-462-5443,,https://tableedeschefs.org,https://tableedeschefs.org/fr/,OK_200,,,,,SANS_DESCRIPTION,,
rccq-qc,Regroupement des cuisines collectives du Québec (RCCQ),Montréal,QC,alimentation,514-529-3448,,https://rccq.org,https://www.rccq.org/fr/,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-g-l-oiseau-bleu-ii,G. L'OISEAU BLEU II,Trois-Rivières,QC,famille,819-909-1145,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-kamouraska,Moisson Kamouraska,La Pocatière,QC,alimentation,418-856-3325,,https://moissonkamouraska.org,,OK_200,,,,,SANS_DESCRIPTION,,
s-cab-mtl,Centre d'action bénévole de Montréal,Montréal,QC,soutienSocial,514-842-3351,,https://cabm.net,https://www.cabm.net/fr/,OK_200,,,,,SANS_DESCRIPTION,,
popotes-roulantes-qc,Popotes Roulantes du Québec (PRASAB),Québec,QC,alimentation,1-877-953-2363,,https://popotes.org,https://www.popotes.org/,OK_200,,,,,SANS_DESCRIPTION,,
s-rsiq,RSIQ – Réseau Solidarité Itinérance du Québec,Province,QC,soutienSocial,514-879-1949,,https://rsiq.org,https://itinerance.ca/,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-nancy,Nancy,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
s-fcabq,FCABQ – Fédération des centres d'action bénévole du Québec,Montréal,QC,soutienSocial,514-843-6312,,https://fcabq.org,https://www.fcabq.org/,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-lanaudiere,Moisson Lanaudière,L'Assomption,QC,alimentation,450-654-1414,,https://moissonlanaudiere.org,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-jean-noel-lapin-inst-ste-marthe,CPE JEAN-NOËL LAPIN - INST. STE-MARTHE,Trois-Rivières,QC,famille,819-372-9640,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
h-blu-quebec,Bureau d'animation et de leadership pour le logement (BAIL),Québec,QC,logement,418-523-6177,,https://lebail.qc.ca,https://www.lebail.qc.ca/,OK_200,,,,,SANS_DESCRIPTION,,
s-cab-quebec,Centre d'action bénévole de Québec,Québec,QC,soutienSocial,418-681-3501,,https://cabquebec.org,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-winnie-garderie,Winnie garderie,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
imm-tcri,TCRI – Table de concertation des organismes au service des personnes réfugiées et immigrantes,Montréal,QC,immigration,514-272-6060,,https://tcri.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
s-resilience-mtl,Résilience Montréal,Montréal,QC,soutienSocial,438-381-0222,,https://resiliencemontreal.com,https://www.resiliencemontreal.com/,OK_200,,,,,SANS_DESCRIPTION,,
emp-axtra,AXTRA – Alliance des centres-conseils en emploi,Montréal,QC,emploi,514-721-3051,,https://axtra.ca,,OK_200,,,,,SANS_DESCRIPTION,,
imm-soifi-longueuil,Service d'aide aux Néo-Canadiens (Sherbrooke),Sherbrooke,QC,immigration,819-566-5373,,https://sanc-sherbrooke.ca,https://www.sanc-sherbrooke.ca/,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-garderie-educative-lumiere-du-monde,Garderie éducative lumière du monde,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-entre-deux-nuages,CPE ENTRE DEUX NUAGES,Trois-Rivières,QC,famille,819-374-0401,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-marie-claude-fournier,Marie-Claude Fournier,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
imm-acet,Accueil Parrainage Outaouais (APO),Gatineau,QC,immigration,819-777-2960,,https://www.apo-qc.org,https://apo-qc.org/,OK_200,,,,,SANS_DESCRIPTION,,
s-centraide-quebec,Centraide Québec et Chaudière-Appalaches,Québec,QC,soutienSocial,418-660-2000,,https://centraide-quebec.com,https://www.centraide-quebec.com/,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-chez-titi,Chez Titi,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
imm-actions-interculturelles-estrie,Actions Interculturelles,Sherbrooke,QC,immigration,819-823-1300,,https://aide.org,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cremauricie-tr,Coopérative de remplacement de la Mauricie – Trois-Rivières,Trois-Rivières,QC,emploi,819-370-3660,,https://cremauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
imm-clic-mtl,Clinique pour la Justice migrante,Montréal,QC,immigration,514-987-8786,,https://cliniquejusticemigrante.org,https://www.cliniquejusticemigrante.org/,OK_200,,,,,SANS_DESCRIPTION,,
emp-cremauricie-louiseville,Coopérative de remplacement de la Mauricie – MRC de Maskinongé,Louiseville,QC,emploi,819-370-3660,,https://cremauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cremauricie-mekinac,Coopérative de remplacement de la Mauricie – MRC de Mékinac,Sainte-Thècle,QC,emploi,819-537-0354,,https://cremauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
s-rmjq,RMJQ – Regroupement des maisons de jeunes du Québec,Province,QC,soutienSocial,418-666-6663,,https://rmjq.org,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cremauricie-shawinigan,Coopérative de remplacement de la Mauricie – Shawinigan,Shawinigan,QC,emploi,819-537-0354,,https://cremauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-karine-clement,Karine Clément,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-andreanne-cantin,Andréanne Cantin,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-semo-tetes,Têtes en l'air – SEMO santé mentale,Montréal,QC,emploi,514-484-9889,,https://tetesenlair.org,https://www.tetesenlair.org/,OK_200,,,,,SANS_DESCRIPTION,,
emp-sit-mauricie-tr,SIT Mauricie – Service d'intégration au travail (Trois-Rivières),Trois-Rivières,QC,emploi,819-694-0704,,https://www.sitmauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-alexandra-robert,Alexandra Robert,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-sier3r,SIER 3R – Service d'insertion en emploi par recyclage,Trois-Rivières,QC,emploi,819-693-6777,,https://sier3r.com,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-le-temps-d-une-culbute,Le temps d'une culbute,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
imm-cari-mtl,CARI Saint-Laurent (Centre d'accueil et de référence pour immigrants),Montréal,QC,immigration,514-748-2007,,https://cari.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-milieu-familial-3,Services de garde en milieu familial — Trois-Rivières (3),Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cje-trois-rivieres,Carrefour Jeunesse-Emploi Trois-Rivières / Des Chenaux,Trois-Rivières,QC,emploi,819 376-0179,,https://cjetrdc.com/,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cje-sherbrooke,Carrefour jeunesse-emploi de Sherbrooke,Sherbrooke,QC,emploi,819-823-7508,,https://cje-sherbrooke.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-l-arbre-enchante,CPE L'ARBRE ENCHANTÉ,Trois-Rivières,QC,famille,1-844-270-5055,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-la-cabane-des-p-tis-amis,La Cabane Des P'tis amis,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
baq-moisson-outaouais,Moisson Outaouais,Gatineau,QC,alimentation,819-669-2000,,https://moissonoutaouais.com,https://www.moissonoutaouais.com/,OK_200,,,,,SANS_DESCRIPTION,,
emp-rseo,Réseau des SADC et CAE du Québec,Province,QC,emploi,418-687-1354,,https://sadc-cae.ca,https://www.sadc-cae.ca/fr/,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-service-de-garde-educatif-des-p-tites-ab,Service de garde éducatif Des P'tites Abeilles,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cje-gatineau,Carrefour jeunesse-emploi Outaouais,Gatineau,QC,emploi,819-771-4391,,https://cjeo.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cje-longueuil,Carrefour jeunesse-emploi Marguerite-d'Youville,Sainte-Julie,QC,emploi,450-922-1717,,https://cjemy.com,,OK_200,,,,,SANS_DESCRIPTION,,
emp-equitas-mtl,Promotion Intégration Société Nouvelle (PROMIS) – volet emploi,Montréal,QC,emploi,514-345-1615,,https://promis.qc.ca,,OK_200,,,,,SANS_DESCRIPTION,,
emp-semo-mtl,SEMO – Action main-d'œuvre,Montréal,QC,emploi,514-721-4941,,https://actionmaindoeuvre.ca,,OK_200,,,,,SANS_DESCRIPTION,,
emp-cremauricie-chenaux,Coopérative de remplacement de la Mauricie – MRC des Chenaux,Sainte-Geneviève-de-Batiscan,QC,emploi,819-370-3660,,https://cremauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-isabelle-dumas,Isabelle Dumas,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-sylvie-beaumier,Sylvie Beaumier,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
emp-sit-mauricie-louiseville,SIT Mauricie – Service d'intégration au travail (Louiseville),Louiseville,QC,emploi,819-228-5832,,https://www.sitmauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
emp-sit-mauricie-shawinigan,SIT Mauricie – Service d'intégration au travail (Shawinigan),Shawinigan,QC,emploi,819-539-6070,,https://www.sitmauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
emp-sit-mauricie-st-tite,SIT Mauricie – Service d'intégration au travail (Saint-Tite),Saint-Tite,QC,emploi,418-365-5005,,https://www.sitmauricie.com,,OK_200,,,,,SANS_DESCRIPTION,,
imm-asfc-mtl,Action Réfugiés Montréal,Montréal,QC,immigration,514-935-7799,,https://actionr.org,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-linda-daneau,Linda Daneau,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-esther-joseph,Mme Esther Joseph,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-cpe-le-cerf-volant-inst-sainte-madeleine,CPE LE CERF-VOLANT - INST. SAINTE-MADELEINE,Trois-Rivières,QC,famille,1-844-270-5055,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-julie-lacroix,Julie lacroix,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-melina-veillette,Melina Veillette,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-g-l-oiseau-bleu,G. L'OISEAU BLEU,Trois-Rivières,QC,famille,819-909-1145,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-les-amis-de-chateaudun,Les amis de Châteaudun,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
s-centraide-grand-mtl,Centraide du Grand Montréal,Montréal,QC,soutienSocial,514-288-1261,,https://centraide-mtl.org,https://www.centraide-mtl.org/,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-joyeuse-mukamihigo,Mme Joyeuse Mukamihigo,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-chantal-bellerive,Chantal Bellerive,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-lison-lapointe,Lison Lapointe,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-marie-claude-thibeault,Mme Marie-Claude Thibeault,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-mme-maryse-plourde,Mme Maryse Plourde,Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
tr-garde-milieu-familial,Services de garde en milieu familial — Trois-Rivières (1),Trois-Rivières,QC,famille,819-694-6662,,https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,,OK_200,,,,,SANS_DESCRIPTION,,
