id_suggere,name,category,subcategory,city,address,postal_code,phone,website,description,is_urgent,source_url,statut_bdd,a_verifier
new-omh-quebec,Office Municipal d'Habitation de Québec (OMHQ),housing,OMH,Québec,"110, rue de Courcelette",G1N 4T4,418 780-5200,https://www.omhq.qc.ca,"HLM. L–V 8h–19h, S–D 8h–15h30. Urgences 418 691-6647.",false,https://www.omhq.qc.ca,NOUVEAU,
new-omh-saguenay,Office Municipal d'Habitation de Saguenay,housing,OMH,Saguenay,"206, rue Racine Est",G7H 1R9,418 543-0061,https://www.omhsaguenay.qc.ca,Gère 3 500+ logements. Points service Jonquière + La Baie.,false,https://www.omhsaguenay.qc.ca,NOUVEAU,
new-omh-stjerome,OMH de Saint-Jérôme,housing,OMH,Saint-Jérôme,"484, rue Labelle, bureau 100",J7Z 5L7,450 436-8095,https://www.omhstjerome.qc.ca,"Gère aussi OMH Saint-Colomban, Saint-Hippolyte, Prévost.",false,https://www.omhstjerome.qc.ca,NOUVEAU,
new-omh-lan-sud,OMH Lanaudière Sud (Terrebonne/Mascouche),housing,OMH,Terrebonne,"1309, boul. des Seigneurs, suite 101",J6W 5B1,450 471-9424,https://www.omhls.com,"Dessert Terrebonne, Mascouche, Repentigny, Charlemagne, L'Assomption.",false,https://www.omhls.com,NOUVEAU,
new-omh-granby,Office d'Habitation de la Haute-Yamaska-Rouville (ex-OMH Granby),housing,OMH,Granby,"100, rue Robinson Sud, suite 127",J2G 7L4,450 372-1300,https://ohhyr.ca,Sans frais 1 833 372-1300.,false,https://ohhyr.ca,NOUVEAU,
new-omh-rimouski,Office d'habitation Rimouski-Neigette (OHRN),housing,OMH,Rimouski,"98, 2e Rue Est",G5L 0A6,418 722-8285,https://ohrn.ca,"HLM, logement subventionné.",false,https://ohrn.ca,NOUVEAU,
new-aj-quebec,Aide juridique – Québec (Centre-Ville),legal,Aide juridique,Québec,"400, boul. Jean-Lesage, bureau 36",G1K 8W1,418 643-4167,https://www.csj.qc.ca,Centre communautaire juridique de Québec.,false,https://www.csj.qc.ca,NOUVEAU,
new-aj-sher-civil,Aide juridique Sherbrooke – Civile/Familiale,legal,Aide juridique,Sherbrooke,"225, rue King Ouest, bureau 234",J1H 1P8,819 563-6122,https://aidejuridiqueestrie.ca,Aide juridique civile et familiale.,false,https://aidejuridiqueestrie.ca,NOUVEAU,
new-aj-chicoutimi,Aide juridique Chicoutimi,legal,Aide juridique,Saguenay,"267, rue Racine Est, 1er étage",G7H 1S5,418 543-7783,https://aidejuridiquesaglac.com,Bureau d'aide juridique Chicoutimi.,false,https://aidejuridiquesaglac.com,NOUVEAU,
new-aj-jonquiere,Aide juridique Jonquière,legal,Aide juridique,Saguenay,"3639, boul. Harvey, bureau 102",G7X 3B2,418 547-2644,https://aidejuridiquesaglac.com,Bureau d'aide juridique Jonquière.,false,https://aidejuridiquesaglac.com,NOUVEAU,
new-aj-alma,Aide juridique Alma,legal,Aide juridique,Alma,"530, rue Collard Ouest",G8B 1N3,418 668-7917,https://aidejuridiquesaglac.com,Bureau d'aide juridique Alma.,false,https://aidejuridiquesaglac.com,DOUBLON (svc-1777681374971),
new-aj-stjerome,Aide juridique Saint-Jérôme,legal,Aide juridique,Saint-Jérôme,"460, rue Labelle, bureau 101",J7Z 5L3,450 436-5712,https://www.csj.qc.ca,"Civil, criminel et jeunesse.",false,https://www.csj.qc.ca,NOUVEAU,
new-aj-terrebonne,Aide juridique Terrebonne,legal,Aide juridique,Terrebonne,"891, rue Saint-François-Xavier, bureau 210",J6W 1H1,450 492-1535,https://www.csj.qc.ca,L–V 8h30–16h30.,false,https://www.csj.qc.ca,DOUBLON (qc-trb-l001),
new-centraide-estrie,Centraide Estrie,social,Centraide régional,Sherbrooke,"1650, rue King Ouest, bureau 05",J1J 2C3,819 569-9281,https://www.centraideestrie.com,"Couvre Sherbrooke, Coaticook, Granit, Haut-St-François, Memphrémagog, Sources, Val-St-François.",false,https://www.centraideestrie.com,NOUVEAU,
new-centraide-qc,Centraide Québec et Chaudière-Appalaches,social,Centraide régional,Québec,"550, chemin Sainte-Foy",G1S 2J5,418 660-2100,https://www.centraide-quebec.com,Couvre Québec + Chaudière-Appalaches depuis 2007.,false,https://www.centraide-quebec.com/nous-joindre/,NOUVEAU,
new-centraide-saglac,Centraide Saguenay–Lac-Saint-Jean,social,Centraide régional,Saguenay,"475, boul. Talbot, bureau 107",G7H 4A3,418 543-3131,https://centraidesaglac.ca,Sans frais. Accessible fauteuil roulant.,false,https://centraidesaglac.ca/nous-joindre/,NOUVEAU,
new-centraide-bsl,Centraide Bas-Saint-Laurent,social,Centraide régional,Rimouski,"101, rue Lavoie, bureau 10",G5L 5Y2,418 775-5555,https://centraide-bsl.com,Couvre tout le Bas-Saint-Laurent.,false,https://centraide-bsl.com,NOUVEAU,
new-centraide-atnq,Centraide Abitibi-Témiscamingue et Nord-du-Québec,social,Centraide régional,Val-d'Or,"845, 4e Avenue",J9P 1J4,819 825-7139,http://www.centraide-atnq.qc.ca,Couvre AT + Nord-du-Québec.,false,https://centraide-rcoq.ca/atnq/nous-joindre/,NOUVEAU,
new-centraide-laur,Centraide Laurentides,social,Centraide régional,Blainville,"1250, Michèle-Bohec, bureau 401",J7C 5S4,450 436-1584,https://www.centraidelaurentides.org,Siège déménagé à Blainville (couvre Saint-Jérôme).,false,https://www.centraidelaurentides.org,NOUVEAU,
new-centraide-lan,Centraide Lanaudière,social,Centraide régional,Joliette,"582, rue Saint-Viateur",J6E 3B6,450 752-1999,https://centraide-lanaudiere.com,Bureau Joliette + bureau Terrebonne (Pinière).,false,https://centraide-lanaudiere.com,NOUVEAU,
