id,score,categorie,sous_categorie,nom,ville,province,telephone,adresse,site_web,description,horaires,urgent,couvre_province,lat,lng,verifie_le,verifie_par
emp-semo-mtl,105,emploi,Service spécialisé main-d'œuvre,SEMO – Action main-d'œuvre,Montréal,QC,514-721-4941,"55, av. du Mont-Royal Ouest, bureau 800, Montréal, QC H2T 2S6",https://actionmaindoeuvre.ca,"Services spécialisés en employabilité pour personnes avec contraintes (handicap, santé mentale). Source: actionmaindoeuvre.ca.",Lun-ven 8h30-16h30.,,,45.5103,-73.56042,2026-05-01,csv-validation-2026-05-01
emp-cle-trois-rivieres,105,emploi,Centre local d'emploi (CLE),Centre local d'emploi (CLE) Trois-Rivières,Trois-Rivières,QC,819-371-6880,"3855, boul. des Forges, Trois-Rivières, QC G8Y 4Y8",https://www.quebec.ca/emploi/trouver-emploi-stage/consulter-offres-emplois#c219664,"Centre local d'emploi de Trois-Rivières : aide à la recherche d'emploi, programmes de formation, aide financière de dernier recours. Voir aussi : cremauricie.com pour services connexes en Mauricie. Source: quebec.ca.",Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,,,46.3492,-72.5429,2026-05-01,csv-validation-2026-05-01
emp-cje-drummondville,105,emploi,Carrefour jeunesse-emploi (CJE),Carrefour Jeunesse-Emploi Drummond,Drummondville,QC,819-475-4646,"150, rue Marchand, bureau 260, Drummondville, QC J2C 4N1",https://www.cjedrummond.qc.ca,Aide à l'emploi et au retour aux études pour 16-35 ans dans Drummond. Courriel : info@cjedrummond.qc.ca. Source: cjedrummond.qc.ca.,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,,,45.8776,-72.4851,2026-04-29,admin
qc-emp-cje-cdn,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Côte-des-Neiges,Montréal,QC,514-342-5678,"6555, ch. de la Côte-des-Neiges, bureau 350, Montréal, QC H3S 2A6",https://cje-cdn.qc.ca,Aide à l'emploi et au retour aux études pour 16-35 ans à Côte-des-Neiges. Source : cje-cdn.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-ndg,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi NDG,Montréal,QC,514-482-6665,"5165, rue Sherbrooke Ouest, bureau 100, Montréal, QC H4A 1T6",https://cje-ndg.com,Services emploi/études pour 16-35 ans à Notre-Dame-de-Grâce. Source : cje-ndg.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-roussillon,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi La Prairie - Roussillon,La Prairie,QC,450-444-7820,"85, ch. de Saint-Jean, bureau 200, La Prairie, QC J5R 2J7",https://cjeroussillon.qc.ca,Services pour les 16-35 ans dans la MRC Roussillon. Source : cjeroussillon.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-joliette,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi MRC Joliette,Joliette,QC,450-755-2226,"266, rue Saint-Pierre Sud, Joliette, QC J6E 5Y2",https://cjejoliette.org,Services pour les 16-35 ans dans la MRC Joliette (Lanaudière). Source : cjejoliette.org.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-lassomption,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi de L'Assomption,Repentigny,QC,450-654-6601,"159, rue Notre-Dame, bureau 220, Repentigny, QC J6A 2R3",https://cjelassomption.com,Aide à l'emploi pour 16-35 ans dans la MRC L'Assomption. Source : cjelassomption.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-bellechasse,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Bellechasse-Etchemins,Saint-Lazare-de-Bellechasse,QC,418-883-1587,"121, rue Mgr-Bilodeau, Saint-Lazare-de-Bellechasse, QC G0R 3J0",https://cje-be.qc.ca,Services emploi/études pour 16-35 ans en Bellechasse et Etchemins. Source : cje-be.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-cdq,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Comté de Johnson,Granby,QC,450-378-0606,"175, rue Saint-Antoine Sud, Granby, QC J2G 8C5",https://cje-johnson.qc.ca,Services pour 16-35 ans à Granby et la Haute-Yamaska. Source : cje-johnson.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-vallee-or,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Abitibi-Est,Val-d'Or,QC,819-825-0299,"858, 3e Avenue, Val-d'Or, QC J9P 1T2",https://cje-abitibiest.com,Services pour les 16-35 ans en Abitibi-Est (MRC Vallée-de-l'Or). Source : cje-abitibiest.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-pointe-ile,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi de la Pointe-de-l'Île,Montréal,QC,514-642-6090,"13836, rue Notre-Dame Est, Montréal, QC H1A 1T7",https://cje-pi.qc.ca,"Services emploi/études pour 16-35 ans dans Pointe-aux-Trembles, Rivière-des-Prairies et Montréal-Est. Source : cje-pi.qc.ca.",,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-vaudreuil,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Vaudreuil-Soulanges,Vaudreuil-Dorion,QC,450-455-3185,"455, av. Saint-Charles, bureau 130, Vaudreuil-Dorion, QC J7V 8P5",https://cjevs.org,Services emploi/études pour 16-35 ans dans Vaudreuil-Soulanges. Source : cjevs.org.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-pierre-de-saurel,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Pierre-De Saurel,Sorel-Tracy,QC,450-743-0345,"26, place Charles-de-Montmagny, Sorel-Tracy, QC J3P 7E3",https://cje-pierredesaurel.com,Services emploi/études pour 16-35 ans dans la MRC Pierre-De Saurel. Source : cje-pierredesaurel.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-charlevoix,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Charlevoix,La Malbaie,QC,418-665-2787,"30, ch. de la Vallée, La Malbaie, QC G5A 1A8",https://cje-charlevoix.com,Services emploi/études pour 16-35 ans à Charlevoix. Source : cje-charlevoix.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-coaticook,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi MRC Coaticook,Coaticook,QC,819-849-7011,"60, rue Wellington, Coaticook, QC J1A 2A8",https://cje-coaticook.qc.ca,Services pour les 16-35 ans dans la MRC Coaticook. Source : cje-coaticook.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-domaine-roy,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Domaine-du-Roy,Roberval,QC,418-275-8324,"755, boul. Saint-Joseph, Roberval, QC G8H 2L4",https://cje-domaineduroy.ca,Aide à l'emploi pour 16-35 ans dans la MRC Domaine-du-Roy. Source : cje-domaineduroy.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
emp-cje-sherbrooke,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi de Sherbrooke,Sherbrooke,QC,819-823-7508,"187, rue Belvédère Sud, Sherbrooke, QC J1H 4B6",https://cje-sherbrooke.qc.ca,Soutien à l'emploi pour 16-35 ans à Sherbrooke. Source: cje-sherbrooke.qc.ca.,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,,,45.4126,-71.88618,2026-05-01,csv-validation-2026-05-01
emp-cje-gatineau,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Outaouais,Gatineau,QC,819-771-4391,"92, boul. Saint-Raymond, Gatineau, QC J8Y 1S7",https://cjeo.qc.ca,Services pour les 16-35 ans en Outaouais. Source: cjeo.qc.ca.,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,,,45.4435,-75.7341,2026-05-01,csv-validation-2026-05-01
emp-equitas-mtl,100,emploi,Employabilité immigrants,Promotion Intégration Société Nouvelle (PROMIS) – volet emploi,Montréal,QC,514-345-1615,"3333, ch. de la Côte-Sainte-Catherine, bureau 201, Montréal, QC H3T 1C8",https://promis.qc.ca,Insertion professionnelle des personnes immigrantes. Source: promis.qc.ca.,Lun-ven 8h30-16h30.,,,45.5099,-73.56074,2026-05-01,csv-validation-2026-05-01
emp-cje-hochelaga,100,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Hochelaga-Maisonneuve,Montréal,QC,514-251-0832,"4068, rue Sainte-Catherine Est, Montréal, QC H1V 1Y1",https://cjehm.org,Soutien à l'emploi pour 16-35 ans à Hochelaga-Maisonneuve. Source: cjehm.org.,Lun-ven 8h30-16h30. Sans RV ou sur RV selon service.,,,45.5075,-73.56266,2026-05-01,csv-validation-2026-05-01
qc-emp-cje-verdun,95,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Verdun-Sud-Ouest,Montréal,QC,514-768-1597,"4751, rue Wellington, Verdun, QC H4G 1X3",https://cjevso.org,Aide à l'emploi pour 16-35 ans à Verdun et Sud-Ouest. Source : cjevso.org.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-levis,95,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Lévis,Lévis,QC,418-833-8800,"5500, boul. Étienne-Dallaire, bureau 220, Lévis, QC G6V 8V6",https://cje-levis.qc.ca,Aide à l'employabilité pour 16-35 ans à Lévis. Source : cje-levis.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-rouyn,95,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Rouyn-Noranda,Rouyn-Noranda,QC,819-797-1212,"169, av. du Lac, Rouyn-Noranda, QC J9X 4N5",https://cje-rouyn.qc.ca,Aide à l'emploi pour 16-35 ans à Rouyn-Noranda. Source : cje-rouyn.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-emp-cje-baie-comeau,95,emploi,Carrefour jeunesse-emploi (CJE),Carrefour jeunesse-emploi Manicouagan,Baie-Comeau,QC,418-589-9925,"639, rue de Bretagne, Baie-Comeau, QC G5C 1X2",https://cjemanicouagan.com,Services pour les 16-35 ans en Manicouagan. Source : cjemanicouagan.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
bc-employ-bc,95,emploi,Aide à l'emploi jeunes,CJE jeunesse emploi BC,Vancouver,BC,604-688-1014,"815, W. Hastings St, Vancouver, BC V6C 1B4",https://www.workbc.ca/plan-career/resources/youth,,Service essentiel Colombie-Britannique.,,,49.2861,-123.1231,2026-05-01,csv-validation-2026-05-01
emp-programme-aide-emploi,95,emploi,Gouvernement – emploi,Programme d'aide à l'emploi – Services Québec (Renseignements généraux),Province,QC,1-877-644-4545,N/A — service téléphonique/en ligne,https://www.quebec.ca/emploi,"Renseignements généraux du gouvernement du Québec : programmes de formation, marché du travail, aide à l'emploi. Lun-Ven 8h-18h. Régions : Montréal 514-644-4545 · Québec 418-644-4545 · Rive-Sud/Laval 450-644-4545 · Mauricie/Outaouais 819-644-4545 · Sans frais 1-877-644-4545. Source: quebec.ca.",Lun-ven 8h30-16h30.,,oui,46.8179,-71.2048,2026-04-29,
emp-rseo,95,emploi,Développement économique régional,Réseau des SADC et CAE du Québec,Province,QC,418-687-1354,"1170, boul. Lebourgneuf, bureau 110, Québec, QC G2K 2E3",https://sadc-cae.ca,57 SADC et 10 CAE soutiennent l'entrepreneuriat et la création d'emplois en région. Source: sadc-cae.ca.,Lun-ven 8h30-16h30.,,oui,46.8215,-71.20192,2026-05-01,csv-validation-2026-05-01
on-integration-toronto,95,emploi,Intégration immigrants,Centre for Immigrant and Community Services Toronto,Toronto,ON,416-644-3765,"1280 Finch Ave W, Toronto, ON M3J 3K6",https://www.cicscanada.com,,Lun-ven 8h30-16h30.,,,43.7631,-79.5041,2026-05-01,csv-validation-2026-05-01
emp-services-quebec-centre,95,emploi,Gouvernement – emploi,Services Québec – Centre de services,Province,QC,1-877-644-4545,N/A — service téléphonique/en ligne,https://www.quebec.ca/services-quebec,"Centres de services Services Québec : information gouvernementale, programmes, démarches. Lun-Ven 8h-18h. Régions : Montréal 514-644-4545 · Québec 418-644-4545 · Rive-Sud/Laval 450-644-4545 · Mauricie/Outaouais 819-644-4545 · Sans frais 1-877-644-4545. Source: quebec.ca.",Lun-ven 8h30-16h30.,,oui,46.8201,-71.20304,2026-04-29,
emp-axtra,95,emploi,Aide CV et entrevue,AXTRA – Alliance des centres-conseils en emploi,Montréal,QC,514-721-3051,"533, rue Ontario Est, bureau 202, Montréal, QC H2L 1N8",https://axtra.ca,"Réseau provincial de centres-conseils en emploi : aide à la rédaction de CV, préparation aux entrevues, recherche d'emploi. Courriel : info@axtra.ca. Source: axtra.ca.",Lun-ven 8h30-16h30.,,oui,45.5029,-73.56634,2026-05-01,csv-validation-2026-05-01
emp-emploi-quebec,95,emploi,Gouvernement – emploi,Emploi-Québec,Province,QC,1-888-643-4721,N/A — service téléphonique/en ligne,https://www.emploiquebec.gouv.qc.ca,"Service public d'emploi : Placement en ligne, IMT en ligne, programmes de formation et d'employabilité. Source: emploiquebec.gouv.qc.ca.",Lun-ven 8h30-16h30.,,oui,46.8203,-71.20288,2026-04-29,
tr-garde-julie-lacroix,105,famille,Milieu familial subventionné,Julie lacroix,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33983,-72.51947,2026-05-01,csv-validation-2026-05-01
tr-garde-g-l-oiseau-bleu-ii,105,famille,Garderie subventionné,G. L'OISEAU BLEU II,Trois-Rivières,QC,819-909-1145,"430, rue Saint-Laurent, Trois-Rivières QC G8T 6H3",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Garderie (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.37054,-72.50894,2026-05-01,csv-validation-2026-05-01
tr-garde-garderie-educative-lumiere-du-monde,105,famille,Milieu familial subventionné,Garderie éducative lumière du monde,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.32093,-72.50617,2026-05-01,csv-validation-2026-05-01
tr-garde-marie-claude-fournier,105,famille,Milieu familial subventionné,Marie-Claude Fournier,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33922,-72.56941,2026-05-01,csv-validation-2026-05-01
tr-garde-chez-titi,105,famille,Milieu familial subventionné,Chez Titi,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31483,-72.5409,2026-05-01,csv-validation-2026-05-01
tr-garde-karine-clement,105,famille,Milieu familial subventionné,Karine Clément,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31505,-72.55553,2026-05-01,csv-validation-2026-05-01
tr-garde-le-temps-d-une-culbute,105,famille,Milieu familial non subventionné,Le temps d'une culbute,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (non subventionné) à Trois-Rivières. Tarif : À partir de 55.00 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33714,-72.54128,2026-05-01,csv-validation-2026-05-01
tr-garde-milieu-familial-3,105,famille,Milieu familial subventionné,Services de garde en milieu familial — Trois-Rivières (3),Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36296,-72.55162,2026-05-01,csv-validation-2026-05-01
tr-garde-cpe-l-arbre-enchante,105,famille,CPE subventionné,CPE L'ARBRE ENCHANTÉ,Trois-Rivières,QC,1-844-270-5055,"455, rue des Vétérans, Trois-Rivières, QC G8T 2W8",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.36321,-72.51737,2026-05-01,csv-validation-2026-05-01
tr-garde-la-cabane-des-p-tis-amis,105,famille,Milieu familial subventionné,La Cabane Des P'tis amis,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.341,-72.59586,2026-05-01,csv-validation-2026-05-01
tr-garde-service-de-garde-educatif-des-p-tites-ab,105,famille,Milieu familial subventionné,Service de garde éducatif Des P'tites Abeilles,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33195,-72.53733,2026-05-01,csv-validation-2026-05-01
tr-garde-isabelle-dumas,105,famille,Milieu familial subventionné,Isabelle Dumas,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.37561,-72.56395,2026-05-01,csv-validation-2026-05-01
tr-garde-linda-daneau,105,famille,Milieu familial subventionné,Linda Daneau,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.31803,-72.52583,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-esther-joseph,105,famille,Milieu familial subventionné,Mme Esther Joseph,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.34439,-72.51577,2026-05-01,csv-validation-2026-05-01
tr-garde-cpe-le-cerf-volant-inst-sainte-madeleine,105,famille,CPE subventionné,CPE LE CERF-VOLANT - INST. SAINTE-MADELEINE,Trois-Rivières,QC,1-844-270-5055,"976, rue de la Terrière, Trois-Rivières, QC G8Z 3J4",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.30499,-72.54433,2026-05-01,csv-validation-2026-05-01
tr-garde-cpe-jean-noel-lapin-inst-ste-marthe,105,famille,CPE subventionné,CPE JEAN-NOËL LAPIN - INST. STE-MARTHE,Trois-Rivières,QC,819-372-9640,"700, rue du Marthelinois, Trois-Rivières QC G8V 2W9",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.3736,-72.54801,2026-05-01,csv-validation-2026-05-01
tr-garde-g-l-oiseau-bleu,105,famille,Garderie subventionné,G. L'OISEAU BLEU,Trois-Rivières,QC,819-909-1145,"1020, boul. Thibeau, Trois-Rivières QC G8T 7B2",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Garderie (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.32338,-72.51612,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-marie-claude-thibeault,105,famille,Milieu familial subventionné,Mme Marie-Claude Thibeault,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35247,-72.51324,2026-05-01,csv-validation-2026-05-01
tr-garde-mme-joyeuse-mukamihigo,105,famille,Milieu familial subventionné,Mme Joyeuse Mukamihigo,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33584,-72.5259,2026-05-01,csv-validation-2026-05-01
tr-garde-chantal-bellerive,105,famille,Milieu familial subventionné,Chantal Bellerive,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33839,-72.53965,2026-05-01,csv-validation-2026-05-01
tr-garde-milieu-familial,105,famille,Milieu familial subventionné,Services de garde en milieu familial — Trois-Rivières (1),Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.35227,-72.52945,2026-05-01,csv-validation-2026-05-01
tr-garde-lison-lapointe,105,famille,Milieu familial subventionné,Lison Lapointe,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.30824,-72.53917,2026-05-01,csv-validation-2026-05-01
tr-garde-cpe-le-cerf-volant-inst-tousignant-1,105,famille,CPE subventionné,CPE LE CERF-VOLANT - INST. TOUSIGNANT 1,Trois-Rivières,QC,1-844-270-5055,"976, rue de la Terrière, Trois-Rivières, QC G8Z 3J4",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,CPE (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33483,-72.52804,2026-05-01,csv-validation-2026-05-01
tr-garde-manon,105,famille,Milieu familial subventionné,Manon,Trois-Rivières,QC,819-694-6662,"500, rue des Forges, Trois-Rivières QC G9A 2H5",https://www.quebec.ca/famille-et-soutien-aux-personnes/enfance/garderies-et-services-de-garde/portail-inscription/parents/acceder-parents,Milieu familial (subventionné) à Trois-Rivières. Tarif : 9.65 $/jour. Inscriptions via La Place 0-5 (laplace0-5.com).,Lun-ven 7h-18h. Fermeture jours fériés et 2 semaines l'été.,,,46.33489,-72.56132,2026-05-01,csv-validation-2026-05-01
